"legid";"accident_count";"geom_kml"
5328;1;"<LineString><coordinates>-104.967793674614668,39.735659997252085 -104.967916655961005,39.735689793084873 -104.96813140324852,39.735768805114361 -104.968266583420373,39.735908533148582 -104.968405465347828,39.73613989119449 -104.968465860140839,39.736289459655289 -104.968495466255206,39.736442282763385 -104.968496903789102,39.736832495690514 -104.968464913407772,39.741633577410887</coordinates></LineString>"
12725;1;"<LineString><coordinates>-105.105169518171337,40.165732290476662 -105.103841997206274,40.165733581145254 -105.102440247599233,40.165731856698741 -105.101195047633752,40.165729666858233</coordinates></LineString>"
14566;1;"<LineString><coordinates>-104.968404551513274,39.765742767868659 -104.968420749834564,39.766819243796782 -104.968416376354369,39.76888720700105 -104.968402220893722,39.77000838972512 -104.968400999097724,39.772831632247915</coordinates></LineString>"
5999;1;"<LineString><coordinates>-104.787893497567296,39.685687370649546 -104.78737015944418,39.685684199908962 -104.786917381150587,39.685654265131454 -104.786544020187534,39.685601019245446 -104.786069769322282,39.685519970851445 -104.785542908857451,39.685421607214892 -104.785046667296669,39.685340421046675 -104.784712549869951,39.685321395249588 -104.784245887496567,39.685359340311244 -104.783902071256733,39.685428618910045 -104.783597530209846,39.685528724754356 -104.783354393762906,39.68564619684598 -104.783124786513923,39.685801439237821 -104.782973478079427,39.685902174990773 -104.7828224674913,39.686043999047193 -104.78267110897292,39.686219807185516 -104.782532493882329,39.686439876194179 -104.782358306372885,39.686697113585907 -104.78220237208744,39.68688988771688 -104.782024479286775,39.687079127380514 -104.78182033268304,39.687254612937899 -104.781351114557722,39.687540634410858 -104.780970390179846,39.687776215159879 -104.78079734282818,39.687921300179873 -104.780641855517359,39.688069891643536 -104.780481724185236,39.688242244858728 -104.780312202979488,39.688472318038187 -104.780178009259231,39.68868901196268 -104.780056697228602,39.688936373505889 -104.779858653233632,39.689373591562507 -104.779723340322562,39.689699036608033 -104.779646606910546,39.689888893088089 -104.779480988988766,39.690166570519743 -104.779239855961137,39.690515156831587 -104.778742301395141,39.691172206720246 -104.778579354094205,39.691432149859253 -104.778403848024396,39.691815124215502 -104.778266916013465,39.692296897499325 -104.778073309287606,39.693131075969987 -104.777973179088519,39.693541985551533 -104.777900656649663,39.694351165554814 -104.777862467520535,39.695052964196726 -104.777819229527964,39.696471127097908</coordinates></LineString>"
4746;1;"<LineString><coordinates>-104.987580785334771,39.674898724722404 -104.985199803796377,39.674897461852623</coordinates></LineString>"
6150;1;"<LineString><coordinates>-104.979268645958371,39.707485576726313 -104.976916961331696,39.707473256119528</coordinates></LineString>"
4413;1;"<LineString><coordinates>-105.025121073788966,39.660535975256217 -105.023552162641636,39.660514466267202 -105.021635076516318,39.660499100088728 -105.01993373075733,39.660484584009431 -105.018560766801301,39.660490337774917 -105.016589591318237,39.66049740590794 -105.015822006549456,39.660494642735692</coordinates></LineString>"
3832;1;"<LineString><coordinates>-105.081459847743886,39.689450920724489 -105.091963568118146,39.689439666519718 -105.097365776210708,39.689410115399987 -105.097769831020429,39.689413006907969</coordinates></LineString>"
12741;1;"<LineString><coordinates>-105.098162918284004,40.1706597232048 -105.098167242040532,40.169019163569899 -105.098169844019608,40.167366930716028 -105.098167926417233,40.165722916279911 -105.098167913491253,40.165720099752022</coordinates></LineString>"
11980;1;"<LineString><coordinates>-105.270385503075417,40.033303723343693 -105.269921326765683,40.033437861665121 -105.269737379761722,40.033467362245887 -105.267936684479523,40.033469600968168 -105.267818215075948,40.033462472724274 -105.267643387215017,40.033435739232885 -105.266865182854474,40.033224741805981 -105.266599880528503,40.03316227069444 -105.266384478378953,40.033137457132902 -105.263208637617424,40.033155633556355</coordinates></LineString>"
12754;1;"<LineString><coordinates>-105.093150192053841,40.170542677027996 -105.093151275428497,40.170660723178401 -105.094784850607894,40.170659598329202 -105.096392443978772,40.170664879335973 -105.098162918284004,40.1706597232048</coordinates></LineString>"
11651;1;"<LineString><coordinates>-105.253339949142941,40.007319687204102 -105.253389446078884,40.007425099250185 -105.253474138012464,40.007678634327689 -105.253510496634561,40.007930776165217 -105.253501297412768,40.008184385396738 -105.253506090396613,40.010324961347976 -105.253508161625547,40.011151888570645</coordinates></LineString>"
4878;1;"<LineString><coordinates>-105.027532605727586,39.732944043399499 -105.025371128121236,39.732941302203173 -105.025034388285377,39.732984940264629 -105.021755369987829,39.732982893067145 -105.021755892952498,39.733881742732102 -105.017291291848963,39.733867692360853</coordinates></LineString>"
14520;1;"<LineString><coordinates>-105.011175664377078,39.762135556117869 -105.01120228011095,39.765643350238193</coordinates></LineString>"
12644;1;"<LineString><coordinates>-105.130474503732486,40.15241902718639 -105.130653274033875,40.152419474428193 -105.13192612217054,40.152438603117417 -105.133509016119888,40.152418615546239 -105.135147462807225,40.152427232322182</coordinates></LineString>"
12094;1;"<LineString><coordinates>-105.282091679630227,40.0390888859367 -105.282068115174226,40.043641447671263</coordinates></LineString>"
5623;1;"<LineString><coordinates>-104.994298368075334,39.754332258677088 -104.995250263754016,39.755066406249171</coordinates></LineString>"
5516;1;"<LineString><coordinates>-104.959761131900521,39.749456079876076 -104.962216242857068,39.749448186492003</coordinates></LineString>"
4645;1;"<LineString><coordinates>-104.809946404332052,39.6658447542125 -104.809679985848064,39.665844390525557 -104.809583166214622,39.665846396112535 -104.809486309978212,39.665852004252628 -104.809390304090002,39.665861563328207 -104.809295146194614,39.66587507422831 -104.809200839134348,39.665892364935779 -104.809107384051188,39.665913436360007 -104.809016557499675,39.6659381251092 -104.808926582261151,39.665966422542077 -104.808839233828635,39.665998510235731 -104.808753630398414,39.666033869604576 -104.808671542304921,39.666072851533492 -104.808591200890973,39.666114933121229 -104.808514378699641,39.666160122997319 -104.806937250803799,39.667137635630816 -104.806834523510432,39.667198114367665 -104.806728283938497,39.667254284011072 -104.806617647593185,39.667306136632142 -104.806503503021744,39.667353508127007 -104.806386738811995,39.667396230792335 -104.806373375989139,39.667400441130205 -104.806267358487361,39.667434303740436 -104.806145360761462,39.667467387387475 -104.806020749179524,39.66749547904417 -104.805895296979656,39.667518759407564 -104.805768121213632,39.667536711656027 -104.805640106565065,39.667549682379466 -104.805511255927698,39.667557499556246 -104.805382455004107,39.667560171119497 -104.804859367162138,39.667559994490986 -104.802236816337725,39.667559896199215 -104.802232376179006,39.667559869842201 -104.800618703092198,39.667559714844622 -104.800487263539438,39.667559790209971 -104.796379813421936,39.667559463069452 -104.795346068503903,39.667559274817485 -104.794384057124262,39.667559164029349 -104.794382578255593,39.667559163852822</coordinates></LineString>"
5474;1;"<LineString><coordinates>-105.062626657064087,39.747634705589547 -105.053346159773369,39.747642393291081</coordinates></LineString>"
9544;1;"<LineString><coordinates>-105.004078714518656,39.870674777065567 -105.004153384581244,39.870715452861532 -105.004210942434469,39.870742518380688 -105.004272511332644,39.870763702511212 -105.004337086184748,39.870778658782186 -105.004403609748465,39.870787142276335 -105.004470995969001,39.870789015132736 -105.005476520281803,39.870788859116985 -105.005696973024257,39.870945180965101 -105.006168445058691,39.870951533779824 -105.006227344098505,39.870959605141287 -105.006285198112266,39.870971336759439</coordinates></LineString>"
6249;1;"<LineString><coordinates>-104.981444503690156,39.718319127898233 -104.981444341186645,39.71833906835738 -104.981443351945401,39.719547767175214 -104.981445672735305,39.720930506447516</coordinates></LineString>"
4706;1;"<LineString><coordinates>-104.992270703951846,39.674880104750919 -104.992301671605816,39.667664710857807</coordinates></LineString>"
4442;1;"<LineString><coordinates>-104.973505259230478,39.660447161145377 -104.971672623237794,39.660462338834336 -104.968833385125549,39.660428623245842 -104.968818996444384,39.660428558219763</coordinates></LineString>"
5197;1;"<LineString><coordinates>-104.977021541465859,39.759595236179521 -104.977018449658061,39.759592851278335</coordinates></LineString>"
12755;1;"<LineString><coordinates>-105.110219492321505,40.1706869389023 -105.111816349714303,40.170692312874415</coordinates></LineString>"
8127;1;"<LineString><coordinates>-105.065293065196499,39.847830437620686 -105.066006882497305,39.848233549168285 -105.066637330645079,39.848705907612576 -105.06721054621994,39.849283036688718</coordinates></LineString>"
14477;1;"<LineString><coordinates>-104.994834118726942,39.776619440829876 -104.99442380802013,39.776610642717131 -104.992321893035665,39.776594561998557 -104.992190047438768,39.776541219000158 -104.99129644835908,39.776526806507775 -104.990074483121404,39.776521520380861 -104.989281015295248,39.776532153985649 -104.988825006750858,39.776537211894279 -104.988647158060942,39.776539957584191 -104.988423558870494,39.776563613988976 -104.988272759284939,39.776608697076178 -104.988158306861536,39.776671528862096 -104.988057431355926,39.776748492449329 -104.987988215336912,39.776860777176132 -104.987953517768361,39.776971752911905 -104.987924787522374,39.77805320456558 -104.987887590119698,39.778151555567966 -104.987804847660115,39.77824267154562 -104.987625457433893,39.778325878793815</coordinates></LineString>"
11827;1;"<LineString><coordinates>-105.261943406754057,40.024836419550084 -105.260968133437245,40.02503689568772 -105.260344842170852,40.025164326814703 -105.258915736632389,40.025453981014238 -105.258693856025218,40.025481407652812 -105.258377922405018,40.025505271705697 -105.257960378477648,40.025520307578148 -105.255819488511932,40.025554848686312 -105.255810816161414,40.025554821290221</coordinates></LineString>"
11704;1;"<LineString><coordinates>-105.258362341138323,40.012819310983758 -105.257659905751254,40.012818262190017 -105.256720531144012,40.012821129831444 -105.256723832400894,40.013614885267678 -105.256054957807734,40.013606559149729 -105.256064044627166,40.01455720905458</coordinates></LineString>"
11505;1;"<LineString><coordinates>-105.241676762659594,39.985828078497654 -105.241705073198887,39.986945969363767 -105.241715625012333,39.986977398213796 -105.241779874123239,39.987097150453081 -105.241876722750149,39.987203140164446 -105.241967936604084,39.987270491798263 -105.242295555015573,39.987459271598517 -105.243050506592056,39.98789469842292 -105.243787613729722,39.988332826559216 -105.244523384627882,39.98876781399963 -105.245258322199547,39.989199451121571 -105.246004384575841,39.98963621194887 -105.246737995989633,39.990064704608137 -105.247484818072479,39.990497866916449</coordinates></LineString>"
12726;1;"<LineString><coordinates>-105.101195047633752,40.165729666858233 -105.099856796523753,40.165729805110267 -105.098167913491253,40.165720099752022</coordinates></LineString>"
3126;1;"<LineString><coordinates>-104.893920859467372,39.643396028527064 -104.892719920013121,39.64388962470909 -104.892273939164824,39.644032649936193 -104.891869711269806,39.644119175279833 -104.891469043495093,39.644175368153803 -104.890451441965865,39.644292604400619 -104.888904605807255,39.644486615526681 -104.887825969606155,39.644619243499555 -104.886944693845408,39.644728077663686 -104.886554643126757,39.64476503303981 -104.886192317435956,39.644777320007606 -104.885697217897985,39.644767643291374 -104.885046233450382,39.644757148803656</coordinates></LineString>"
6442;1;"<LineString><coordinates>-104.973183904157437,39.720134963520628 -104.973231339900735,39.719533809999277 -104.973265504393353,39.718814319054587 -104.973269392320901,39.718549066022916 -104.973265066764938,39.718503379114928</coordinates></LineString>"
13051;1;"<LineString><coordinates>-105.064931212038331,40.181615113934861 -105.064869899294862,40.180290001700698 -105.064853505449946,40.18021778711659 -105.064830360070843,40.180146668843491 -105.064800585314046,40.180077016531349 -105.064764335071018,40.180009193642256 -105.064721798512593,40.179943553861584 -105.064042914289644,40.179071698660465 -105.064001239053752,40.179003694340139 -105.063966605739196,40.178933404343233 -105.06393922531916,40.178861256289814 -105.063919264074329,40.178787690241307 -105.063906844795866,40.178713154202271 -105.063902042101262,40.17863810230223 -105.063904884805922,40.178562991202014 -105.063915357103099,40.178488279197886 -105.063933392728899,40.178414420796798 -105.063958884348892,40.17834186765181 -105.063991675397745,40.178271059526764 -105.064097677850299,40.178063701466108 -105.064209073043045,40.17785801375279 -105.064325815813817,40.177654078151733 -105.064447858654702,40.177451976418652 -105.064738083682144,40.176839526457385 -105.064766864713789,40.176766750144502 -105.064787453340003,40.176692357033623 -105.064799701806749,40.176616888687789 -105.064803518671127,40.176540893178753 -105.064832231377281,40.174505898329407 -105.064824628804359,40.17433677074834</coordinates></LineString>"
4437;1;"<LineString><coordinates>-104.985251724798061,39.660461591029119 -104.982926556824253,39.660493056848956 -104.9794252776381,39.660483220174157 -104.978236039875583,39.660505965993394 -104.977949987114599,39.660456560461554 -104.973505259230478,39.660447161145377</coordinates></LineString>"
13098;1;"<LineString><coordinates>-105.097675820824676,40.195841373404235 -105.096582184391096,40.195843053604044 -105.094989244639223,40.195831994838031 -105.094169985029254,40.195828089837278 -105.093083524787104,40.195745695135834 -105.092464211436905,40.195747631975962 -105.091100259618884,40.195756542927967 -105.090618287418195,40.195764038168278 -105.090237450813319,40.195769958758696 -105.089330316018163,40.195854514686097 -105.08749211880162,40.195886920512528 -105.087083211400369,40.195881714801502 -105.086857210450333,40.19584591573728 -105.086683591206011,40.195808856418161 -105.086585041804369,40.195767768897106 -105.086490734872996,40.19572119409618 -105.086401187932154,40.195669388671142 -105.086316892497692,40.195612637103117 -105.086238312906872,40.195551251694397 -105.086165881637001,40.195485569850142 -105.086099995788317,40.19541595316543 -105.086041018284988,40.19534278292663 -105.085989274336598,40.195266462800205 -105.085945046778889,40.195187412512652 -105.085164656778758,40.194048506780511 -105.084611547109304,40.193470039786888 -105.084124179845404,40.192963589945975 -105.084049515871072,40.192902313985137 -105.083980613463652,40.192837189689769 -105.083917808901191,40.192768534323882 -105.083861410168893,40.192696683061634 -105.083811692268043,40.192621988070663 -105.083768896085175,40.192544811303215 -105.083733233040647,40.192465532617248 -105.083704875776533,40.192384536235984 -105.083683962799753,40.192302219768948 -105.083670596193741,40.192218984298457 -105.083659816713308,40.190764015721818 -105.083641109391664,40.190603699811412 -105.083316057580433,40.189908005468766 -105.083196768662603,40.189368153411635 -105.083156297193625,40.1891683982873 -105.083109659090113,40.189017530914157 -105.083089335459064,40.188706330215872 -105.083084338036244,40.187422906649509 -105.083072606571719,40.187264869764896 -105.083013757415259,40.187036177084423 -105.082939360332688,40.186836013150085 -105.082756155263112,40.186360964956222 -105.082719037930218,40.186260767452332 -105.082689362711051,40.186159121137898 -105.082667226251417,40.186056351438118 -105.082652698180354,40.185952785482826 -105.082645825785733,40.185848755724543 -105.082646630524764,40.185744594523499 -105.082655109193254,40.185640635052103 -105.08267123629048,40.185537208601801 -105.08269495813316,40.185434647263811 -105.082726199938321,40.185333277650685 -105.082764862279731,40.185233424485865 -105.082934647729388,40.184832901508749 -105.082980520562757,40.184734259593661 -105.083017954574004,40.184633543820205 -105.083046791107932,40.184531177771539 -105.083066909039061,40.184427592365346 -105.083078223602342,40.18432322494899 -105.083080687604067,40.184218513000324 -105.083078949652446,40.181615376581583 -105.083078754236212,40.18132271118499</coordinates></LineString>"
5584;1;"<LineString><coordinates>-104.995560121030678,39.753373231874207 -104.994298368075334,39.754332258677088</coordinates></LineString>"
11655;1;"<LineString><coordinates>-105.27690037711092,40.010500218249959 -105.278154812653426,40.012740601746273 -105.278226356623961,40.01288947595306</coordinates></LineString>"
6125;1;"<LineString><coordinates>-105.08394680284556,39.706824303763049 -105.083944106260134,39.70682263066368 -105.083788598073241,39.706824224989319 -105.083760614157242,39.706860587385044 -105.083729955588197,39.706879781406606 -105.083671479607219,39.706907455957513 -105.083576918212813,39.706932858198485 -105.083496330284433,39.706943297272723 -105.083188166203314,39.70693362659425 -105.08314102498548,39.706922735098352 -105.082921792192238,39.706900510830849 -105.08283850429325,39.706898070929206 -105.082641383278983,39.706893081662997 -105.082527511879235,39.706896967487673 -105.082402509277173,39.706905102731213 -105.082277543784627,39.706906803498008 -105.082149878496779,39.706895626489811 -105.082027792799934,39.706880179220398 -105.081958388203432,39.706877787130949 -105.081886142127985,39.706886109326049 -105.081816686397772,39.706892296872873 -105.081798145335611,39.70689631752591</coordinates></LineString>"
11633;1;"<LineString><coordinates>-105.266975023645301,40.008249377640233 -105.265621205622494,40.008251245568736 -105.264146657632111,40.008228981200226</coordinates></LineString>"
13622;1;"<LineString><coordinates>-105.253044142672124,39.999998616494707 -105.253042722307214,40.000057907057069 -105.25308637965631,40.000899941086971 -105.253114764293855,40.001366603535473 -105.253108605925149,40.002733204469173 -105.253111906938102,40.003730349007668 -105.253111748982349,40.003744915584996</coordinates></LineString>"
5371;1;"<LineString><coordinates>-105.128226555752661,39.747382759280981 -105.124758114271188,39.747371370265377 -105.109596814231281,39.747445061374897</coordinates></LineString>"
8544;1;"<LineString><coordinates>-105.184039384881032,39.827101781228855 -105.184044588923783,39.827101815816235 -105.184880927128717,39.82710942517285 -105.185133291715815,39.827068221099381 -105.185347029417159,39.827002871713788 -105.188800030216697,39.826967282630882 -105.189347056424154,39.826968726189783 -105.191120188753814,39.826940483094852 -105.191970286166281,39.826838011290135 -105.19223425683208,39.82680280439277 -105.1924128773381,39.826767375021781 -105.192704307022069,39.826663437246822 -105.192876722324172,39.82656374670637 -105.193062988295068,39.826435786753734 -105.193219453530006,39.826285966989005 -105.19340132296773,39.826078946967932 -105.193712239635985,39.825722104245884 -105.193861316115957,39.825577115222231 -105.19407330567239,39.825423157808189 -105.194732529106858,39.825090005047514 -105.195012690881441,39.824966155242784 -105.195493505023833,39.824808888383139 -105.195815377682976,39.824724596012466 -105.196195315054126,39.824625096618341</coordinates></LineString>"
8204;1;"<LineString><coordinates>-105.129954856447924,39.852115883396188 -105.129488128349678,39.852224628099499 -105.128986401763385,39.85235641977048 -105.12846202180863,39.852506001009004 -105.127990886751363,39.852637329176375 -105.127648191872055,39.852713014134054 -105.12731607035056,39.852744765440995 -105.126677570403828,39.852768986525618 -105.126098790967831,39.852767151937016 -105.125758262295776,39.852779191604995 -105.125443901588781,39.852775907258909 -105.125255171788453,39.852767481788305 -105.125218246369911,39.852763570025779 -105.124991661614828,39.852760951711915 -105.124735602113049,39.852743060794822 -105.12452146455837,39.852715815629956 -105.124280285194175,39.852678997534447 -105.123982599806055,39.852615436388525 -105.123687459738306,39.8525367024803 -105.123293943689148,39.852431091149697 -105.122917640488666,39.852331226454432 -105.12257362222806,39.852228729619895 -105.122460376212061,39.852218880588694 -105.122042346986291,39.852092315308013 -105.121882418229006,39.852061444789499 -105.121506128122206,39.851959677071662 -105.120913406842163,39.851800292352237 -105.120783023491569,39.851771412986487 -105.120571550127707,39.851708119622771 -105.120330519174729,39.851644730669612 -105.120018750151146,39.851582353362232 -105.118913746591772,39.851432087362795 -105.118275578759039,39.851397220389913 -105.117475551860466,39.851388066468658 -105.117024418610953,39.851393161681393 -105.116680040596805,39.851417265291431 -105.116173898926291,39.85147945400508 -105.115720834422575,39.851571450690052 -105.115353533451625,39.851666005046653 -105.114135703676169,39.852051875422049 -105.111027065285029,39.853090378873482 -105.110357198893027,39.853343425962521 -105.110085632484896,39.853510744202886 -105.109954044528948,39.85362469618515 -105.10981368864816,39.853745347606726 -105.109664490910163,39.853886154518328 -105.109549986412546,39.854067449646585 -105.109426527231932,39.854289085758616 -105.109338099114112,39.854490651996144 -105.109275711817148,39.854719219825334 -105.109239214153945,39.855001702322546 -105.109141040257143,39.855384909432154 -105.109052423247519,39.855620118695974 -105.108973060835638,39.855761156245713 -105.108806095811516,39.85595573370621 -105.108648159869162,39.856096511128619 -105.108490486666469,39.856190188048608 -105.108184171717994,39.856323743308401 -105.108042732074566,39.856385563357797 -105.107787546583879,39.856447207457101 -105.107544294910113,39.856446397813933 -105.106768104937899,39.856461665966165 -105.102811749462148,39.856419860056704</coordinates></LineString>"
5850;1;"<LineString><coordinates>-104.950033934019061,39.703847648558344 -104.950028057643564,39.703001036771226 -104.950034509537275,39.702117115411305 -104.950024998212413,39.700195672074202 -104.950022554398316,39.698377019550009 -104.950014626642925,39.696581661842778</coordinates></LineString>"
13054;1;"<LineString><coordinates>-105.088282896042926,40.177704093498811 -105.08828672699488,40.179467807139623 -105.08829152710311,40.180744320590229 -105.088306296911512,40.181260462905911</coordinates></LineString>"
4405;1;"<LineString><coordinates>-105.035102455994092,39.661874779055793 -105.036697789136298,39.661808909712818 -105.03703312974514,39.661750488591032 -105.037782086791225,39.661484592023115 -105.043394869543434,39.659239322215029</coordinates></LineString>"
10891;1;"<LineString><coordinates>-105.256378810818205,39.970288451381506 -105.256232846627157,39.970323816762132 -105.256093284335535,39.970347919002073 -105.255142297392155,39.970345950679167 -105.254647733539471,39.970359557573325 -105.254470095927473,39.970393334772602 -105.252203112649127,39.971221720701138</coordinates></LineString>"
6160;1;"<LineString><coordinates>-105.100222317752667,39.710862340324809 -105.100249480110818,39.707485296502668 -105.10030289599807,39.70234002490956 -105.10031576393277,39.700080784204253 -105.100344993114504,39.696556213506206</coordinates></LineString>"
6145;1;"<LineString><coordinates>-104.972304971735056,39.707162144797927 -104.972305056715086,39.707501585674628</coordinates></LineString>"
11631;1;"<LineString><coordinates>-105.281973248124544,40.007274955004753 -105.281995897896721,40.007403831826863 -105.281997170977633,40.00868051716553 -105.281996859455774,40.009064807802446 -105.281996551505571,40.009443824667891 -105.281997992786955,40.009841375629513 -105.282009449432962,40.009927154003115 -105.282038546437022,40.01004316897712 -105.28207534252445,40.010134453309242 -105.282161012886959,40.010295299152475 -105.282283468367311,40.010486223146501</coordinates></LineString>"
12208;1;"<LineString><coordinates>-105.274117701973722,40.021257493379089 -105.272807190711475,40.021531601651475 -105.27150062014627,40.021797806878936 -105.270392439618348,40.022038213022199</coordinates></LineString>"
14427;1;"<LineString><coordinates>-104.781464264935067,39.772778764977247 -104.790947767876247,39.772806718002805</coordinates></LineString>"
6328;1;"<LineString><coordinates>-104.917635611890134,39.714725147930572 -104.918922729388399,39.714725100334348 -104.922227685190421,39.714728553436068 -104.922377572344999,39.714677984533452 -104.931619364342794,39.714682208055642</coordinates></LineString>"
12945;1;"<LineString><coordinates>-105.110395173300986,40.199524989669349 -105.10946617164845,40.199524600907345 -105.108556858614079,40.199524271715767 -105.107092612981106,40.199530286399856 -105.105879062731887,40.199519294750992 -105.102486971616557,40.19952964560045 -105.101599234545787,40.199512864547494 -105.101276930733704,40.199530969696717 -105.099932561860172,40.199545542357981 -105.098869263446275,40.199552840194372 -105.097723732933517,40.199541997091309</coordinates></LineString>"
6111;1;"<LineString><coordinates>-104.968711921563326,39.707493102714764 -104.968694542997454,39.703846896463055</coordinates></LineString>"
3718;1;"<LineString><coordinates>-105.034764426085673,39.6331754911267 -105.034714806536016,39.638561112376649 -105.034792128927748,39.638753856202115 -105.034869183465702,39.638987111757558 -105.034880338242445,39.639280876125774 -105.034879131001645,39.639463180522405 -105.034812559657396,39.639624969274323 -105.034732753912778,39.639806962449981</coordinates></LineString>"
11979;1;"<LineString><coordinates>-105.272676471859796,40.033152086779864 -105.270923900055521,40.03315534610244 -105.270744449280699,40.033186312265961 -105.270385503075417,40.033303723343693</coordinates></LineString>"
12015;1;"<LineString><coordinates>-105.272676471859796,40.033152086779864 -105.272682941864744,40.03390332042401 -105.272684551413164,40.034061007219009 -105.272688039974639,40.034649197368473 -105.272693552753552,40.036411179050283</coordinates></LineString>"
10899;1;"<LineString><coordinates>-105.252203112649127,39.971221720701138 -105.252231349814167,39.971306559804468 -105.252195542016182,39.972029902777756 -105.252174369998215,39.972200526587422 -105.252137413355669,39.972325958507128 -105.252074035039399,39.972446611385791 -105.251995013668662,39.972561657673033 -105.251866651690193,39.972704213839314 -105.250278613922418,39.974235353752341 -105.249690301752835,39.974780373098447</coordinates></LineString>"
10985;1;"<LineString><coordinates>-105.169243015926369,39.956752385133626 -105.16923645478019,39.956451501267637 -105.169233593532297,39.956381496693538 -105.169295139052963,39.956190096510703 -105.16931934456386,39.956133670301909 -105.16935467804457,39.956085877693326 -105.169372383675864,39.956054001364429 -105.169401278840013,39.956016011643442 -105.169423786971919,39.955981691945631 -105.169443107315317,39.955944901103095 -105.169481523878275,39.955920446875361 -105.169534218970924,39.955911999171377 -105.169567714529251,39.95591454974565 -105.169596385572973,39.955925682039805 -105.169652030552825,39.955970047744039 -105.169651868091051,39.956004430020457 -105.169675585844246,39.956051162270221 -105.169683393878699,39.956086797955244 -105.169692865391724,39.956107703738965 -105.169723026026233,39.956142170856289 -105.169753219099888,39.956168042824324 -105.169778599260766,39.956200045146339 -105.169786333151237,39.956251640871542 -105.169787770441104,39.956286033022238 -105.169816244481666,39.956338917864237 -105.169849392320302,39.9564151464538 -105.169852393347071,39.956455682296401 -105.169850383112362,39.956544095695016 -105.169853145179204,39.956633748139964 -105.169843383585231,39.956674242881242 -105.169814400176008,39.956729423812853 -105.169794974236794,39.956788319386014 -105.169784957328233,39.956881617688325 -105.169797423035803,39.95694428497535 -105.16979556353283,39.957000767465956 -105.169782545549381,39.957053536230703 -105.169793338615321,39.957134614993407 -105.16978972393423,39.957224249579781 -105.169787850410984,39.957281963130278 -105.169768489275526,39.957327350022325 -105.169757053552516,39.957383805714123 -105.169780846023315,39.957413346767559 -105.16980623369605,39.957445343682529 -105.169812401614962,39.957489570876646 -105.169801041282383,39.957530066531639 -105.169786591743346,39.957548442269342 -105.169759387502054,39.957565557523097 -105.169743401987986,39.957570426419558 -105.169722651089259,39.957572825173173 -105.169665186947867,39.957576346897731 -105.169638119519618,39.957562767713192 -105.169603045479107,39.957555299128536 -105.169266334649919,39.957556813072223 -105.169263654066867,39.957748913014505 -105.169334022171299,39.957753483403643 -105.169405808425367,39.957758598075962 -105.16954462938142,39.957760217862266 -105.169611659502849,39.957759174373571 -105.169651587298361,39.957751921092608 -105.169686736875931,39.957743424223196 -105.169712268433301,39.95774349565972 -105.169763324588132,39.957744864198986 -105.169790409504586,39.957754760892094 -105.169828558908151,39.957785573194862 -105.169852346986815,39.957817566521008 -105.169853852714994,39.957835993189434 -105.169829752707955,39.957871533292021 -105.169808814894239,39.957912002153911 -105.169803803491661,39.957959880579892 -105.169811559606387,39.958006568113568 -105.169825742460503,39.958044678396043 -105.169839860389175,39.958096291931 -105.169812369338402,39.95817235626572 -105.169800956720266,39.958223898390855 -105.169810260416654,39.958281643179824 -105.169825978077625,39.95833203548348 -105.16980308778875,39.958448634687144</coordinates></LineString>"
11858;1;"<LineString><coordinates>-105.280277360683655,40.026747166981231 -105.280314231709696,40.030088646264048 -105.28040463805543,40.030088814291609 -105.280402096279289,40.031091993031893</coordinates></LineString>"
4939;1;"<LineString><coordinates>-104.950608792605593,39.735131678092664 -104.948405328827278,39.735129067263408 -104.948380340554593,39.735128950118707</coordinates></LineString>"
13188;1;"<LineString><coordinates>-105.216128575844607,40.051017122466234 -105.216084871636568,40.052907262546299 -105.216086551524697,40.054459120684641 -105.216141013863876,40.054737313891316 -105.216148375931027,40.055056322984917 -105.216141920311586,40.055291404665951 -105.216068625247473,40.055631791723741 -105.216071672527875,40.056426695745174 -105.216091667682917,40.056563926929613</coordinates></LineString>"
12758;1;"<LineString><coordinates>-105.098162918284004,40.1706597232048 -105.099205109979536,40.170665744032114 -105.099844734998769,40.170670018765918 -105.10116602170055,40.170680076309537</coordinates></LineString>"
5334;1;"<LineString><coordinates>-105.013900729774605,39.742314365044706 -105.013100144318528,39.742662521779643 -105.01214033040749,39.743116787965924 -105.011371282617233,39.743485084734928</coordinates></LineString>"
14405;1;"<LineString><coordinates>-104.917610723904446,39.765635687063529 -104.916406254289825,39.765641666226898 -104.907062546563139,39.765649244587529 -104.905826598794931,39.76564749038188</coordinates></LineString>"
12921;1;"<LineString><coordinates>-105.116728005638748,40.1995516426067 -105.116108749882187,40.199537235204339 -105.115201173236557,40.199546571752826 -105.114322344357845,40.199536782107934 -105.11343456508601,40.199526954037822 -105.112521625696075,40.19953487931636 -105.110395173300986,40.199524989669349</coordinates></LineString>"
5612;1;"<LineString><coordinates>-104.994158457598658,39.750420425245508 -104.990526427511853,39.753220565742104 -104.988209691739357,39.755000961564456</coordinates></LineString>"
6318;1;"<LineString><coordinates>-105.043273573744017,39.714967594310245 -105.03970464514461,39.714961898943493</coordinates></LineString>"
6776;1;"<LineString><coordinates>-104.997792599044573,39.583208759730582 -104.997752778540672,39.58690781201684 -104.997723907536937,39.590011094213892 -104.997736475251941,39.591457221630812</coordinates></LineString>"
