"legid";"accident_count";"geom_kml"
5155;2;"<LineString><coordinates>-104.850389238146107,39.726958835931647 -104.853532547882978,39.726956918469213 -104.853929431013796,39.726993177997663 -104.85436118202287,39.727077339745797 -104.854625290726943,39.727153763993407 -104.854817723071648,39.727233196499938 -104.854824347937821,39.727236049284741 -104.854830950593353,39.727238907351534 -104.854837529896685,39.727241767991906 -104.854844090488598,39.727244633933452 -104.854850187429946,39.727247308187458 -104.85485628077312,39.727249993229627 -104.854862374017372,39.727252689079243 -104.854868474111399,39.727255401178475 -104.854874665853927,39.727258167821311 -104.854892005606914,39.727265982707394 -104.854909395542023,39.727273922161153 -104.854926741529439,39.727281947837476 -104.854944040061739,39.727290060617875 -104.85496143047672,39.727298329718629 -104.85499403551394,39.727314147141449 -104.855026547424472,39.727330326121496 -104.855058807133233,39.727346787426882 -104.855090807716607,39.727363522913684 -104.855122315913391,39.72738040250497 -104.855129036112643,39.727384053805338 -104.855135519369938,39.72738759482322 -104.855141989689869,39.727391147478791 -104.855148443623023,39.727394706349003 -104.855154964702635,39.727398320528899 -104.855170521112854,39.727407012777284 -104.85518609981996,39.727415817731888 -104.855201619565449,39.727424692614989 -104.855217080357562,39.727433636525895 -104.855232389364929,39.727442596716045 -104.85523849529919,39.727446199609147 -104.855244505945549,39.7274497632501 -104.855250507178582,39.727453335846043 -104.855256500123289,39.727456921906601 -104.855262614728929,39.727460596901054 -104.855282646459017,39.727472758794818 -104.855302688063773,39.727485116188639 -104.855322608468995,39.727497589103749 -104.855342403033873,39.727510174812643 -104.855361945390953,39.727522788858934 -104.855368000354801,39.727526735529018 -104.855373918321789,39.727530612095151 -104.855379819910198,39.727534493975348 -104.855385712052239,39.727538388413151 -104.855391714166743,39.727542374422754 -104.8554112068975,39.727555440334541 -104.855430704771777,39.727568708926192 -104.855450088370816,39.727582101183515 -104.855469347221771,39.727595614347166 -104.855488433767249,39.727609219334596 -104.855502991285007,39.727619742570418 -104.855517421363501,39.727630298431762 -104.855531762245576,39.727640914148857 -104.855546016297168,39.727651586131884 -104.855560102408063,39.727662255391827 -104.855565189821291,39.727666138206843 -104.855570184419562,39.727669966471943 -104.855575168462835,39.727673800983787 -104.855580139610041,39.727677642630304 -104.855585088629311,39.727681480552626 -104.85558977460559,39.727685128790014 -104.855594462791061,39.727688790549621 -104.855599164742145,39.727692477603739 -104.855603882750316,39.727696194468287 -104.855608607533966,39.727699935688399 -104.855611679679683,39.727702381672863 -104.855614678780938,39.7277047795207 -104.855617587507126,39.727707111123166 -104.85562042212166,39.727709383774858 -104.855623213893921,39.727711621965646 -104.855623792882923,39.727712083587456 -104.855624391535258,39.72771256333067 -104.855624990195878,39.727713042173292 -104.85562558073309,39.727713516467936 -104.855625794986594,39.727713684268856 -104.855749296957001,39.727810249761589 -104.855875191731528,39.727905285339858 -104.856003038944252,39.727999873915657 -104.856131883772875,39.728094722701904 -104.856201103130999,39.728155077456364</coordinates></LineString>"
6267;2;"<LineString><coordinates>-104.973138850577982,39.714703522124751 -104.973086680995252,39.714682311477439 -104.972444509224957,39.714327096607704 -104.972370626404043,39.714235293378444 -104.972344766521047,39.714174196446805 -104.972303625338199,39.714043366507141 -104.972305056715086,39.707501585674628</coordinates></LineString>"
4659;2;"<LineString><coordinates>-104.893815393149055,39.667605257862327 -104.898173659371466,39.667594449621696 -104.903332885694411,39.667602734052693 -104.904918625588763,39.667639395097218</coordinates></LineString>"
5129;2;"<LineString><coordinates>-104.934971184069767,39.734683483353479 -104.934978793967133,39.733738821140946 -104.935006176342924,39.733512046594626 -104.935011738820549,39.732821490816093 -104.935158004671379,39.73211187827458 -104.935192058523612,39.731056435733805 -104.935194057288456,39.72922146439754 -104.934912818491952,39.729239845218025 -104.934927441171041,39.727424664549055 -104.934927343095239,39.727421832598658</coordinates></LineString>"
11203;2;"<LineString><coordinates>-105.245982963476763,39.992034097975072 -105.246720168668077,39.992462597963197 -105.247457389029037,39.992889721708458 -105.248207090509183,39.993322358152504 -105.248761071101598,39.993644275316868</coordinates></LineString>"
6106;2;"<LineString><coordinates>-104.976916961331696,39.707473256119528 -104.976927228431293,39.698438033891257 -104.976932163416379,39.692986361232443</coordinates></LineString>"
6391;2;"<LineString><coordinates>-105.090882417189178,39.718448999423586 -105.094800280276942,39.718430561441416 -105.10023023724645,39.718396686951785</coordinates></LineString>"
14558;2;"<LineString><coordinates>-105.105531296809176,39.773447684311741 -105.1055515442456,39.769395717412515 -105.105549800385248,39.769335176354787 -105.104947699315062,39.769340416713007 -105.104939235478611,39.767503724044246 -105.102004144613687,39.767515616409447 -105.102043748923634,39.762114642068696</coordinates></LineString>"
13068;2;"<LineString><coordinates>-105.064931212038331,40.181615113934861 -105.068217117402781,40.181561206571772 -105.070567132028657,40.181502016601371 -105.071855788180372,40.181469737105729 -105.07415923169502,40.181416477746772 -105.076720252651299,40.181380587938605 -105.083078754236212,40.18132271118499</coordinates></LineString>"
4258;2;"<LineString><coordinates>-104.905154583551251,39.640607251868403 -104.908831686063138,39.640771882568409 -104.90865562024419,39.641053896069089 -104.907268891824927,39.642185086335708 -104.905926035293476,39.643738708639688 -104.905368723207971,39.645057642939811 -104.905383764227778,39.646085748807046 -104.905166791903042,39.64647016144054 -104.904808589881952,39.646706997447474 -104.905468799279333,39.647261069379908 -104.905817684434624,39.648125643771031 -104.906638709181166,39.649323039892998 -104.907722215206988,39.650374891174465 -104.908998356912164,39.651115621206365 -104.909110294748757,39.65192391958135 -104.909100718029904,39.653062044412728 -104.909098555504244,39.653319040019731 -104.908857370118696,39.653758410625564 -104.908854588554107,39.654088833331812 -104.909994644057548,39.654076204907767 -104.909950380627606,39.656517544143504 -104.909939737104224,39.657784164870982 -104.909770098356333,39.658187179470204 -104.909074261668607,39.659028132074511 -104.908924038768561,39.659945255662059 -104.908966902403236,39.660496199352892 -104.908317915681565,39.661410812644803 -104.905757281483545,39.660374545721588 -104.90506528284196,39.660124086485574 -104.904515503550698,39.659993564963571 -104.903986748589617,39.659982369574095 -104.903504507352707,39.659952446186438</coordinates></LineString>"
12712;2;"<LineString><coordinates>-105.105165589888102,40.163943119804017 -105.105169518171337,40.165732290476662</coordinates></LineString>"
12138;2;"<LineString><coordinates>-105.291451899070168,40.016604803111655 -105.29146909614424,40.018427723145223</coordinates></LineString>"
11784;2;"<LineString><coordinates>-105.253675180518783,40.02919167132216 -105.253125896808115,40.029193832863214 -105.252199657775137,40.029191022525687 -105.250800114819071,40.029208239438432 -105.249343874497868,40.029202885725894 -105.247520013554663,40.029203264571699 -105.246788619496698,40.029207135458478 -105.245976937061727,40.029214346842835 -105.244898940353977,40.029227741260243 -105.244708701787758,40.029230637294397</coordinates></LineString>"
5561;2;"<LineString><coordinates>-104.998515382356615,39.753788856019661 -104.999716826614545,39.752853508695495 -105.00096555315325,39.75191835031152 -105.002143535116986,39.75094635610207 -105.00308342764373,39.750183351010733 -105.003538346322287,39.75002649500022</coordinates></LineString>"
12745;2;"<LineString><coordinates>-105.088172948444708,40.166931636787353 -105.088185422041377,40.167826603455929 -105.088178653646779,40.16835365048545 -105.088179996826199,40.168722878945054 -105.088179821070824,40.169638389035619 -105.088190353914328,40.170262950927452 -105.088203969687299,40.170372558008495 -105.088226629381339,40.170481281618137 -105.088236345096718,40.170514291230411</coordinates></LineString>"
14515;2;"<LineString><coordinates>-105.226142563450395,39.760536530517072 -105.227130627123032,39.761597856271408 -105.22859903122513,39.763183331038682 -105.229379907280489,39.764079550946512 -105.229800481603462,39.764509559933025 -105.230193246386207,39.764852609034548 -105.231168725557737,39.765522994602776 -105.231712491357996,39.765908687999122 -105.231950982002061,39.766115080141127 -105.232297865951168,39.766490594259956 -105.23306440575989,39.767304267356515 -105.233267613438045,39.767507549584913 -105.233474929018513,39.767662406125744 -105.233670695064049,39.767759718421559 -105.233952761148714,39.767857226355027 -105.234278196998503,39.767897314674464 -105.234529226351938,39.767903936146794 -105.234992472301613,39.767808109761489</coordinates></LineString>"
5538;2;"<LineString><coordinates>-104.898722999892101,39.751832060846674 -104.898746681598737,39.750998902379429 -104.898752813375339,39.747470156942235</coordinates></LineString>"
5949;2;"<LineString><coordinates>-105.042368738574453,39.700385567050873 -105.040532158150867,39.70037272095054 -105.037445679877024,39.700366423255112 -105.032947509602664,39.700339186323475 -105.032001307132319,39.700333282052192 -105.029813196396375,39.700335303069394 -105.029761378034109,39.700336491167107</coordinates></LineString>"
5953;2;"<LineString><coordinates>-104.999219243804674,39.707563451958876 -104.99919911017038,39.703723519326601 -104.999130856392114,39.696716439912812 -104.999186974000168,39.693084291401462</coordinates></LineString>"
4956;2;"<LineString><coordinates>-104.88468372965005,39.732797638843081 -104.884684100434612,39.735627798480309</coordinates></LineString>"
12720;2;"<LineString><coordinates>-105.088177938019641,40.164036636799487 -105.088178457381744,40.164248261456201 -105.088171127694807,40.165163746910189 -105.088177137006511,40.166239871727399 -105.088172948444708,40.166931636787353</coordinates></LineString>"
5354;2;"<LineString><coordinates>-105.037025619591262,39.743952307977487 -105.025160373090955,39.743958449416894 -105.023667956514061,39.743956436401554</coordinates></LineString>"
6000;2;"<LineString><coordinates>-105.029761378034109,39.700336491167107 -105.029758699580299,39.700333502669395 -105.029768809579764,39.699654052020136 -105.029751142625983,39.697352036100156 -105.029734850792096,39.695229153683989 -105.02971852099931,39.693101120273795 -105.029713525972511,39.690793949092246 -105.029714255717636,39.688650090586208 -105.029714107656375,39.687654537288587 -105.02978023072788,39.686943692451059 -105.029776314606934,39.686604094577724</coordinates></LineString>"
5151;2;"<LineString><coordinates>-104.984899290023947,39.727275206669034 -104.986177840059185,39.727280797498537 -104.98619655365458,39.726609671126937 -104.986462155604684,39.726767090810824</coordinates></LineString>"
6367;2;"<LineString><coordinates>-105.135201490864574,39.718710044317838 -105.137138279390982,39.718716034480195 -105.139317790249265,39.718722737208658 -105.141013586225938,39.718715086179905 -105.142484880387656,39.718719566863619 -105.142910124205784,39.718731331536191 -105.143054179342059,39.718716942702954 -105.14318549976241,39.718690160493175 -105.143252804029686,39.718668126927852 -105.143358565837943,39.718633854448044 -105.14351248390679,39.718567606103143 -105.144375757261045,39.718058736722881 -105.145947600952269,39.717127752796344 -105.146202803608873,39.716960331893205</coordinates></LineString>"
5185;2;"<LineString><coordinates>-105.002844714813634,39.728910782639446 -105.002851771098179,39.730504236178213 -105.002835830238851,39.733689257167072</coordinates></LineString>"
5302;3;"<LineString><coordinates>-105.048688464663257,39.74398375528574 -105.048688532883645,39.743858573850964 -105.048691800776709,39.73545859830282</coordinates></LineString>"
5744;3;"<LineString><coordinates>-104.949920445853166,39.758219007593979 -104.949959281403352,39.75821924891796 -104.956101084907672,39.758227071738325 -104.962269733520984,39.758234695820271 -104.964733164942828,39.758234880198366 -104.96841814830141,39.758242471754755</coordinates></LineString>"
8117;3;"<LineString><coordinates>-105.055992268430288,39.849644703500523 -105.053176973448103,39.849637142521416</coordinates></LineString>"
14542;3;"<LineString><coordinates>-105.020502747377819,39.765632389451675 -105.014370767201143,39.765641860756283 -105.01120228011095,39.765643350238193</coordinates></LineString>"
5157;3;"<LineString><coordinates>-104.965868098065783,39.727295938684435 -104.965630133032363,39.727219247638232 -104.963665235321187,39.727219970055764 -104.960161090421536,39.727203943471352 -104.950895790754373,39.727224798958325</coordinates></LineString>"
5950;3;"<LineString><coordinates>-105.029761378034109,39.700336491167107 -105.02870432861225,39.700360722332341 -105.027457502993485,39.700390525276774 -105.025061749280695,39.700409880326035 -105.023657338564632,39.700421603406973 -105.021667316224892,39.700411356481688 -105.020067597594505,39.700430213245909 -105.018993607075132,39.700443228585158 -105.017927126107651,39.700456264900758 -105.017033604999497,39.700435195788785 -105.01668570095579,39.700385558124665 -105.016501263719192,39.700311185889362 -105.016303578440542,39.700183424640834 -105.01618770135083,39.700043048639316 -105.016000361974633,39.699984267182892 -105.01567156050352,39.699979452194327</coordinates></LineString>"
14398;3;"<LineString><coordinates>-105.015843483585286,39.780191167841664 -105.015833370294473,39.780280005324798 -105.015841351011261,39.790406608630029 -105.015847757495294,39.791010538642546</coordinates></LineString>"
13521;3;"<LineString><coordinates>-105.253044142735405,39.999998613852114 -105.253036422791837,39.99999850669559 -105.251224666531002,39.999952522228106 -105.248361106728893,40.000026951466346</coordinates></LineString>"
4875;3;"<LineString><coordinates>-105.05324269837044,39.733095045614753 -105.053121819328823,39.733111789475316 -105.044029070451742,39.733053937392484 -105.039331041721184,39.732992798476175</coordinates></LineString>"
4938;3;"<LineString><coordinates>-104.956290336265738,39.735150722970303 -104.956290323433834,39.735150722911023 -104.950608792605593,39.735131678092664</coordinates></LineString>"
5618;3;"<LineString><coordinates>-104.970901423189346,39.749419851846262 -104.970874903945628,39.758249472241388</coordinates></LineString>"
12177;3;"<LineString><coordinates>-105.284450893324617,40.019092249955619 -105.283464804334244,40.019290472478225 -105.281982969002925,40.019612833145885 -105.280670468922679,40.01991225967609</coordinates></LineString>"
5574;3;"<LineString><coordinates>-104.993420412669636,39.753655116756605 -104.994682317853758,39.752671954216225</coordinates></LineString>"
12198;3;"<LineString><coordinates>-105.279356693573632,40.02018168954406 -105.278068587859892,40.020450088543676 -105.276751893692349,40.020719008443251 -105.275440757967701,40.02098643289164 -105.274117701973722,40.021257493379089</coordinates></LineString>"
5337;3;"<LineString><coordinates>-104.99164066338146,39.742904605062343 -104.987824034847321,39.745858960637747</coordinates></LineString>"
14552;3;"<LineString><coordinates>-104.931828453192779,39.765637357062424 -104.93160973411733,39.765608903808548 -104.930716753492163,39.765578411578055 -104.926883546067742,39.765607802918588 -104.924277707887455,39.765602368260012 -104.917610723904446,39.765635687063529</coordinates></LineString>"
13253;3;"<LineString><coordinates>-105.206875240091577,40.056670231967338 -105.206329975785991,40.056682653550553 -105.205344403030963,40.056674887105402 -105.204344832072138,40.056674234994198 -105.203999073796325,40.056694321959952 -105.203697071320519,40.056748752829044 -105.203374990360103,40.056852654595211 -105.203044402540215,40.056989886814243 -105.202730806681203,40.057211851070676 -105.202577949529214,40.057352886876259 -105.202240644534911,40.057796272693984 -105.202032450272768,40.058079505348346 -105.201807710425442,40.058355172697908 -105.201662538435144,40.058490108319397 -105.201444579014748,40.058652635554324 -105.201264693743326,40.05876005593344 -105.2010644354677,40.058857376215727 -105.200851348171355,40.058939124750438 -105.200606883962777,40.059010579437704 -105.200418316834543,40.059044541399203 -105.200161228752179,40.059061909622102 -105.196926088431454,40.059098754634014 -105.195747136539651,40.059098397544801 -105.195605968653396,40.059093605277468 -105.195394227806517,40.059100157142083 -105.195046689858614,40.059147334242994 -105.194883616864104,40.059215670301107 -105.194681843167643,40.059325932942933 -105.194501414398928,40.059456208324129 -105.194382097987912,40.05956559022048 -105.194241306543319,40.059699950769193 -105.194157030065455,40.059794985469111 -105.194080811046888,40.05989396734028 -105.193982260210106,40.060048945914687 -105.193891211149065,40.060223100257225 -105.193853686081056,40.060321223959171 -105.193830465143662,40.060440984307469 -105.193830999364337,40.06056474965883 -105.193811838235135,40.060772388660901 -105.193831913103779,40.060965659266621 -105.19389790091283,40.061188194022243 -105.194025279596602,40.061456077935013 -105.19424677233134,40.061857461647264 -105.194323545128668,40.061954158203733 -105.194421021786994,40.0620391056583 -105.194882229343577,40.06236562990172 -105.195699471132684,40.062971728679202 -105.195801593202873,40.063113182643541 -105.195881478633666,40.063305721305852 -105.195892613916868,40.063388380416811 -105.195887874131103,40.063473935371341 -105.195844608293683,40.063641716396518 -105.195783479735553,40.063761191200754 -105.195736750788939,40.063824207303341 -105.195609695819797,40.064081370530353 -105.195588881360521,40.064134023161984 -105.195573596861536,40.064228279912086 -105.195590256552578,40.064385759734712 -105.195673634347841,40.064564609219353 -105.195736865281262,40.064646801709067 -105.195815567514529,40.064720689514019 -105.195907926987715,40.064784593825351 -105.196082225187709,40.064869686903549 -105.196210098976522,40.064949991124188 -105.196546611722937,40.065242662430322 -105.196667406012892,40.065380458562544 -105.196779852712439,40.065536987898895 -105.196823965659391,40.065598398394904 -105.196922894965368,40.065776353795776 -105.197008144053669,40.065969454521849 -105.197098415291975,40.066101954186358 -105.197155849121614,40.066162417071411 -105.197255886589915,40.066244156314724 -105.197461782905847,40.066367872387588 -105.197645136624388,40.066450818643503 -105.197773918651222,40.066496505601023 -105.197956288360032,40.066543734167695 -105.198143358602138,40.066578455986004 -105.19837925024548,40.066577699941099 -105.198795922578341,40.066538983264458 -105.199121538087283,40.066544773386141 -105.199261957819274,40.066560814498928 -105.199397732288375,40.066592710323384 -105.199525831410384,40.066639712026685 -105.200402976493535,40.066905494627186 -105.200597727043345,40.066947668703456 -105.200788971910853,40.066963902422096 -105.201503927514764,40.066969188274676 -105.201683072700462,40.066986589524895 -105.201820624196856,40.067012323716561 -105.202035923409682,40.067079917359905 -105.202224569299958,40.067180754605531 -105.202436710939651,40.067333494981746 -105.202619820995309,40.067506968114564</coordinates></LineString>"
4172;3;"<LineString><coordinates>-104.931696723331626,39.689335926386477 -104.931694529545737,39.688055342557249 -104.931675314755154,39.685697361882632 -104.931661120659683,39.684296370773652 -104.931642706808987,39.681839734631303 -104.931628194621737,39.680478203308354 -104.931553427414215,39.680250931426336 -104.931582745453639,39.676630372266651</coordinates></LineString>"
5171;3;"<LineString><coordinates>-104.916138386558458,39.728067371413282 -104.909351325834848,39.728067009608154 -104.904646659487867,39.728080747106183</coordinates></LineString>"
4417;3;"<LineString><coordinates>-104.996570028496834,39.660445365015711 -104.987598317879502,39.660466133151488 -104.985251724798061,39.660461591029119</coordinates></LineString>"
14475;3;"<LineString><coordinates>-104.823923382638142,39.777468567220431 -104.823312820934063,39.776439114532657 -104.817911572611848,39.773561320146413</coordinates></LineString>"
4650;3;"<LineString><coordinates>-105.078681844981844,39.667740946513966 -105.067301476332133,39.667772030144747 -105.05327064363334,39.667775018065747 -105.041769857144203,39.66771708546257</coordinates></LineString>"
14522;3;"<LineString><coordinates>-105.006448088983561,39.765643385628358 -105.006438506398197,39.762133665882061</coordinates></LineString>"
13649;3;"<LineString><coordinates>-105.258338516683708,40.003735520142342 -105.258357191769377,40.005033459858296 -105.258349899677697,40.006062646101796 -105.258345362003539,40.006449874492922 -105.258338727889679,40.007214617147419 -105.258336214504268,40.008031573818677 -105.258337242138836,40.008144482663063 -105.258356621839937,40.00870309958308 -105.258364768701711,40.010303757167421 -105.258366804885128,40.011067483850546</coordinates></LineString>"
5159;3;"<LineString><coordinates>-104.94073728804446,39.727350144007985 -104.940561071195035,39.727409175539151 -104.939454089408727,39.727409954626602 -104.937174315188415,39.72741884957491 -104.934927343095239,39.727421832598658</coordinates></LineString>"
14580;3;"<LineString><coordinates>-104.984479349545708,39.757876500036424 -104.974829146132706,39.765349745515302</coordinates></LineString>"
7497;3;"<LineString><coordinates>-105.01645721903229,39.620587100276708 -105.015857063061588,39.620241527037187 -105.015792191076287,39.620088299726412 -105.015800414547783,39.6199580347254 -105.01591142298345,39.619794202250731 -105.016059016816172,39.61963618497856 -105.016123613154178,39.619481104248493 -105.016194900156847,39.612668572244957 -105.016262027639257,39.607173612237474 -105.016288357236661,39.604247219433773 -105.01631675345476,39.602415067840489 -105.016318675513148,39.601554696425467 -105.016309348366249,39.601408802019691 -105.016303522133612,39.60061706917962 -105.01630366192714,39.600578963864145</coordinates></LineString>"
6384;3;"<LineString><coordinates>-105.039690076308105,39.718160478661773 -105.041527890774375,39.718141753946547 -105.042093782815201,39.718145183948032</coordinates></LineString>"
13063;3;"<LineString><coordinates>-105.083078754236212,40.18132271118499 -105.084095275816779,40.181309901387259 -105.085034824426444,40.181300924887942 -105.085922461770764,40.181294498778584 -105.088306296911512,40.181260462905911</coordinates></LineString>"
5294;3;"<LineString><coordinates>-104.884684100434612,39.735627798480309 -104.88456485670973,39.740165639886179 -104.884583098106532,39.747462498018145</coordinates></LineString>"
6407;3;"<LineString><coordinates>-104.990831194322055,39.718384704836247 -104.984906317214211,39.718327736126028 -104.981444503690156,39.718319127898233</coordinates></LineString>"
3849;3;"<LineString><coordinates>-104.98276547027973,39.689422616818185 -104.981552387055345,39.689399510987627 -104.979271725364853,39.6893894331795 -104.978119639105373,39.689384325512798 -104.976944040530967,39.689379101969898 -104.975384735232566,39.689358073021857 -104.974592709088611,39.689386785111608 -104.974406999440447,39.689416107679271</coordinates></LineString>"
14571;3;"<LineString><coordinates>-105.020502747377819,39.765632389451675 -105.020502479951375,39.765599745893283 -105.02051707727486,39.764953752043681 -105.020527045966858,39.762007728460631 -105.020529232193923,39.761160393885127 -105.020515287388363,39.761050370964689 -105.020454859189044,39.760947276650825 -105.020296874677328,39.760864166877354 -105.02008038833489,39.760767518217975 -105.019823106720281,39.760588237593041 -105.019649148773937,39.760321510146838 -105.019515876751669,39.760153375305649 -105.019272458142126,39.759963508615577 -105.019021946967655,39.759802874230161</coordinates></LineString>"
5669;3;"<LineString><coordinates>-104.987024200279961,39.750518318321234 -104.984412884699566,39.752554306143132 -104.983703045673266,39.753090551268919 -104.982491165247168,39.754020846282216 -104.981315066687316,39.754929273008493 -104.979995433189728,39.755958132839119 -104.978625684396832,39.7570087707794 -104.977980175898296,39.757512243627417 -104.976147726286626,39.758921199105458</coordinates></LineString>"
5757;3;"<LineString><coordinates>-105.009307105724531,39.75832682883194 -105.011091848649286,39.759688706709767 -105.011157700439426,39.759767825646229 -105.011175664377078,39.762135556117869</coordinates></LineString>"
5319;3;"<LineString><coordinates>-104.98783279804519,39.741822106756523 -104.987402662411398,39.74168715179129</coordinates></LineString>"
14582;3;"<LineString><coordinates>-105.039316010699679,39.765784274467336 -105.039298253810145,39.76237080697026 -105.039294409155076,39.758750496542852 -105.039304554636757,39.755103576187878</coordinates></LineString>"
14540;3;"<LineString><coordinates>-105.053230228395293,39.765701594760742 -105.04401551277283,39.765739499198219 -105.039337934930941,39.765784062835941 -105.039316010699679,39.765784274467336</coordinates></LineString>"
5615;3;"<LineString><coordinates>-105.023633296279186,39.758469389917508 -105.023631148747285,39.7581286646585 -105.023628487548393,39.757706559164433 -105.023621837934968,39.756651332979565 -105.023613240418811,39.755287197710288 -105.02360317027626,39.753689360754301 -105.023595665267194,39.75249840480484 -105.023587566254591,39.75121320963688 -105.023622613552263,39.750026159020464 -105.023616113130416,39.749016417039591 -105.023619734612907,39.747839573461611 -105.02349129686192,39.747719333469746 -105.023486921889912,39.747589455063249 -105.023387605809972,39.747505860512021</coordinates></LineString>"
6371;3;"<LineString><coordinates>-105.039690076308105,39.718160478661773 -105.039718317979606,39.719110004398757</coordinates></LineString>"
6370;3;"<LineString><coordinates>-105.03970464514461,39.714961898943493 -105.039695400817536,39.716452517081549 -105.039690076308105,39.718160478661773</coordinates></LineString>"
8100;3;"<LineString><coordinates>-105.065293065196499,39.847830437620686 -105.065545968077998,39.847564677652812 -105.066153821357616,39.846965041094613 -105.066560853023944,39.84642234952041 -105.066882986746364,39.845699176783228</coordinates></LineString>"
13515;4;"<LineString><coordinates>-105.280478245937232,40.000068579119493 -105.263897790287828,40.000088581861149</coordinates></LineString>"
5437;4;"<LineString><coordinates>-104.983596497840892,39.746171185536276 -104.976138541655303,39.746166515075167</coordinates></LineString>"
5276;4;"<LineString><coordinates>-104.854138162045444,39.736493615501381 -104.848110698400035,39.736471922547516 -104.84783724906282,39.736344131014974 -104.847627551651527,39.736204584382513 -104.847313461419205,39.736118753540794 -104.84713316631769,39.736140001170554 -104.828260471532985,39.736095613298197 -104.826655211395874,39.736100057353312</coordinates></LineString>"
12191;4;"<LineString><coordinates>-105.280670468922679,40.01991225967609 -105.279356693573632,40.02018168954406</coordinates></LineString>"
6231;4;"<LineString><coordinates>-104.976916659645042,39.71831655547556 -104.976912847471993,39.716935124582399 -104.976916961331696,39.707473256119528</coordinates></LineString>"
4940;4;"<LineString><coordinates>-104.940674543986177,39.734670802317581 -104.935015550344858,39.734683418933336 -104.934971184069767,39.734683483353479</coordinates></LineString>"
5496;4;"<LineString><coordinates>-104.968432782632235,39.7481922662516 -104.964732020245663,39.748204098779532 -104.959858572209001,39.74820303770322 -104.95961007382985,39.748215132341741</coordinates></LineString>"
4750;4;"<LineString><coordinates>-104.973448418302041,39.674889662667006 -104.968785800666808,39.674850457188668 -104.968781954637379,39.674850469024683</coordinates></LineString>"
10900;4;"<LineString><coordinates>-105.246994451235665,39.970303920113217 -105.246940809529974,39.970511065106159 -105.246870259644638,39.970639386399455 -105.246723661095487,39.970848276299705 -105.246616062556413,39.970970311135794 -105.24649062728038,39.971081792380325 -105.246397893740422,39.971149505211081 -105.245958202912774,39.971372270814861 -105.245470833801022,39.97146315979321 -105.244864151207196,39.971496133768696 -105.244068438168071,39.971509467627889 -105.243114876385107,39.971504080044028 -105.242976635810678,39.971508410895289 -105.242771182156346,39.971529722440813 -105.242528220837713,39.97158120148454 -105.242251721252472,39.971679822516776 -105.242098327569551,39.971756619686161 -105.24195817730822,39.971841489592329 -105.241750808194837,39.9720007138406 -105.241638707707509,39.972121223980132 -105.24151563028208,39.972304575065976 -105.241360863384514,39.972590875901552 -105.241321540875404,39.972769265160252 -105.241318414370042,39.97361404209655</coordinates></LineString>"
4936;4;"<LineString><coordinates>-104.963498002690699,39.735037823921886 -104.958596152672413,39.735043019429995 -104.958595262274343,39.735158370796356 -104.956290336265738,39.735150722970303</coordinates></LineString>"
7273;4;"<LineString><coordinates>-104.975090277576243,39.595131687344328 -104.975108404523013,39.59155667177852 -104.975085178130698,39.591019288257094 -104.975127763012168,39.590610325873165 -104.975475218958493,39.589498336348079 -104.975494052057897,39.589115265132662 -104.975517224694201,39.587161159993869 -104.975519641577577,39.587113083808745 -104.975510744834196,39.58687820625007 -104.975475502559306,39.586606132645365 -104.975397479479909,39.586358586451681 -104.975041538645385,39.585537125064576 -104.973630247732274,39.582729235619311 -104.973424948772816,39.582415197419671 -104.973007458275134,39.581997208492481 -104.972478784459824,39.581496319125733 -104.972373415247205,39.581347527510268 -104.972289497280627,39.581178231701315 -104.972269407331723,39.581017462601437 -104.972256528145323,39.580605408776385 -104.972263699196176,39.578940976146939 -104.972280891937103,39.578469967723663 -104.972337982068069,39.578265635856326 -104.97240867580102,39.578068195302379 -104.972532700912765,39.577858634550211 -104.97329302320685,39.576572498319919 -104.973842338484118,39.575652916323257 -104.974000235868559,39.575265520054749 -104.974053661822111,39.57497602493234 -104.974056419416115,39.574607416082252 -104.973991878802664,39.574247849806177 -104.973861470996908,39.573888828628462 -104.973461726784379,39.573240200573629 -104.97167102990079,39.570665411803702 -104.971576634736422,39.570475468004155 -104.971514428270922,39.570252708643508 -104.971463827501509,39.569902283423289 -104.971428268709033,39.569675524019758 -104.971393049690988,39.569403447696978 -104.971400604134047,39.569106842535938 -104.97145556972572,39.568876371670626 -104.971542381759846,39.568658403964463 -104.971681661361572,39.568410053829666 -104.971747724722135,39.568251450653584 -104.971803728622135,39.568011262662758 -104.97181276071413,39.567584477844377 -104.97183194355155,39.566200516912232</coordinates></LineString>"
10869;4;"<LineString><coordinates>-105.247773691696992,39.967678465473334 -105.247814487445751,39.967741694298113 -105.247750698911318,39.968368203453316 -105.247746576499722,39.968769104360405 -105.24770502624807,39.96888071574655 -105.247557922893691,39.96910275515728 -105.247354891430717,39.96949350238674 -105.246994451235665,39.970303920113217</coordinates></LineString>"
4877;4;"<LineString><coordinates>-105.037982701093966,39.732981530540023 -105.034535415741786,39.732952651682297 -105.027532605727586,39.732944043399499</coordinates></LineString>"
5318;4;"<LineString><coordinates>-104.968464913407772,39.741633577410887 -104.964759961349472,39.741616174183747 -104.963594607716828,39.741610993952875 -104.961051297075713,39.741631210299992 -104.956709512158483,39.741604291729857</coordinates></LineString>"
